Submission ID,Respondent ID,Submitted at,Loan Id,"Using a scale from 0 (not likely) to 10 (very likely), how likely are you to recommend MoPhones to friends or family?",What is the main reason for your score?,What is one thing we could do to improve your experience with us?,Are you happy with the quality and performance of your MoPhones device?,Are you happy with the service and support provided by MoPhones?,Have you ever experienced a delay in your payment reflecting in your Mophones account?,Have you ever had difficulty getting assistance from MoPhones customer support when needed?,(If Yes) – Please describe the challenge you faced and how we can improve your experience.,Have you experienced any battery-related issues with your MoPhones device?,Have you used the MoPhones app (MoApp) to manage your account or make payments?,Which communication channel do you prefer when contacting MoPhones for inquiries or support?,Have you ever had your phone lock despite making a payment on time?,Any other Feedback?,nps_score,nps_group,LOAN_ID,REPORTING_DATE,delta_days,ACCOUNT_STATUS,DAYS_PAST_DUE,ARREARS_PROXY,BALANCE,AGE_BAND,INCOME_BAND,GENDER
QKXqR0k,BzK5xae,2025-11-05 16:53:00,recXhjc1fmLZz0L16,10.0,Mophones services are so wonderful.,Everything is just fine.nothing else.,,,,,,,,,,,10.0,Promoter,recXhjc1fmLZz0L16,2025-09-30,36,current,0,0.0,8280.0,,"50,000–99,999",Male
QKXqR0k,BzK5xae,2025-11-05 16:53:00,recXhjc1fmLZz0L16,10.0,Mophones services are so wonderful.,Everything is just fine.nothing else.,,,,,,,,,,,10.0,Promoter,recXhjc1fmLZz0L16,2025-09-30,36,current,0,0.0,8280.0,,"50,000–99,999",Male
QKaLlWY,RAJVkd,2025-12-03 05:32:00,recu2iLkawLzCYGl7,10.0,They are flexible and reliable,The extension should be pushed to a maximum of 5 days from 3 dsys,,,,,,,,,,,10.0,Promoter,recu2iLkawLzCYGl7,2025-12-30,27,current,0,0.0,42400.0,,"5,000–9,999",Male
QKaMl58,ja6EK0Q,2025-11-26 11:27:00,recEU6Q0T51DD0GDu,0.0,Poor quality of devices,Quality of devices,,,,,,,,,,,0.0,Detractor,recEU6Q0T51DD0GDu,2025-12-30,34,arrears,17,0.0,49920.0,,"50,000–99,999",Male
QKaMl58,ja6EK0Q,2025-11-26 11:27:00,recEU6Q0T51DD0GDu,0.0,Poor quality of devices,Quality of devices,,,,,,,,,,,0.0,Detractor,recEU6Q0T51DD0GDu,2025-12-30,34,arrears,17,0.0,49920.0,,"50,000–99,999",Male
QKaMl58,ja6EK0Q,2025-11-26 11:27:00,recEU6Q0T51DD0GDu,0.0,Poor quality of devices,Quality of devices,,,,,,,,,,,0.0,Detractor,recEU6Q0T51DD0GDu,2025-12-30,34,arrears,17,0.0,49920.0,,"50,000–99,999",Male
QKaMl58,ja6EK0Q,2025-11-26 11:27:00,recEU6Q0T51DD0GDu,0.0,Poor quality of devices,Quality of devices,,,,,,,,,,,0.0,Detractor,recEU6Q0T51DD0GDu,2025-12-30,34,arrears,17,0.0,49920.0,,"50,000–99,999",Male
QKaMl58,ja6EK0Q,2025-11-26 11:27:00,recEU6Q0T51DD0GDu,0.0,Poor quality of devices,Quality of devices,,,,,,,,,,,0.0,Detractor,recEU6Q0T51DD0GDu,2025-12-30,34,arrears,17,0.0,49920.0,,"50,000–99,999",Male
QKaMl58,ja6EK0Q,2025-11-26 11:27:00,recEU6Q0T51DD0GDu,0.0,Poor quality of devices,Quality of devices,,,,,,,,,,,0.0,Detractor,recEU6Q0T51DD0GDu,2025-12-30,34,arrears,17,0.0,49920.0,,"50,000–99,999",Male
QKeBZRp,DOadDX,2025-05-06 11:45:00,recoVeoJCeeHHlQ2C,,,,Yes,Yes,,,,,,,,,,Unknown,recoVeoJCeeHHlQ2C,2025-03-30,37,current,0,0.0,5549.0,,,
QKexrR1,Boe2G7,2025-05-06 13:16:00,recuB4r491LZTSUP5,9.0,,,Yes,Yes,Yes,No,Delay in payment procedure,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Contented,9.0,Promoter,recuB4r491LZTSUP5,2025-03-30,37,current,0,0.0,48300.0,,"10,000–19,999",Male
QKjDPM1,eqMpoWk,2025-10-24 11:04:00,rectJY9ZukjJR4aGB,8.0,"The service is good.However,the phones run out of charge very fast.Moreover the phone has so many defects when you check the back.",Make sure you show customers what the phone looks like behind the back cover.,,,,,,,,,,,8.0,Passive,rectJY9ZukjJR4aGB,2025-09-30,24,current,0,0.0,41300.0,,"150,000 and above",Male
QKjDPM1,eqMpoWk,2025-10-24 11:04:00,rectJY9ZukjJR4aGB,8.0,"The service is good.However,the phones run out of charge very fast.Moreover the phone has so many defects when you check the back.",Make sure you show customers what the phone looks like behind the back cover.,,,,,,,,,,,8.0,Passive,rectJY9ZukjJR4aGB,2025-09-30,24,current,0,0.0,41300.0,,"150,000 and above",Male
QKjDPM1,eqMpoWk,2025-10-24 11:04:00,rectJY9ZukjJR4aGB,8.0,"The service is good.However,the phones run out of charge very fast.Moreover the phone has so many defects when you check the back.",Make sure you show customers what the phone looks like behind the back cover.,,,,,,,,,,,8.0,Passive,rectJY9ZukjJR4aGB,2025-09-30,24,current,0,0.0,41300.0,,"150,000 and above",Male
QKjDyqG,REMMPK,2025-10-24 10:01:00,recgDcHTiA69nOGj1,,,,,,,,,,,,,,,Unknown,recgDcHTiA69nOGj1,2025-09-30,24,current,0,0.0,7080.0,,,
QKpVlgl,KY504xD,2025-12-05 06:23:00,recfsdICgqRTQLib7,10.0,They have a good customer care services,Nothing,,,,,,,,,,,10.0,Promoter,recfsdICgqRTQLib7,2025-12-30,25,current,0,2700.0,32560.0,,"10,000–19,999",Female
QKpx2oY,N2bDDW,2025-12-07 06:10:00,recCAWh3qznbZgqPI,8.0,Good to everyone,To give us free deposit old customers please,,,,,,,,,,,8.0,Passive,recCAWh3qznbZgqPI,2025-12-30,23,current,0,520.0,12800.0,,,
QKqVV8k,gD9ZxMD,2025-12-14 00:21:00,recy7iTRrAfVNLiLW,1.0,Your phone is not reliable for online work,"Improve on your features, your phone is really overheating and consuming a lot of power",,,,,,,,,,,1.0,Detractor,recy7iTRrAfVNLiLW,2025-12-30,16,arrears,26,0.0,51700.0,,"150,000 and above",Male
QKrJ5PA,jjlao9,2025-07-07 16:38:00,recGnwz5EB7wg90YP,6.0,,,Yes,Yes,Yes,Yes,Your unlocking app must be consistent & effecient,No,"Yes, but I am not satisfied with the MoApp",MoPhones App,Yes,Mo app must be efficient,6.0,Detractor,recGnwz5EB7wg90YP,2025-06-30,7,current,0,0.0,53200.0,,"30,000–49,999",
QKrNLkp,jjGdj4,2025-07-12 08:13:00,rec5eMjKZCxy4G9eJ,5.0,,,No,Yes,,,,,,,,,5.0,Detractor,rec5eMjKZCxy4G9eJ,2025-06-30,12,current,0,0.0,50470.0,,"50,000–99,999",Male
QKrY0Ml,oqROX5,2025-11-05 15:49:00,rechWRnMC892i5xj3,1.0,*,Ksh,Yes,Yes,,Yes,yes,,,,,,1.0,Detractor,rechWRnMC892i5xj3,2025-09-30,36,current,0,0.0,22330.0,,"50,000–99,999",Male
QKrYBQX,oqRV5O,2025-07-07 14:11:00,recklc3foC3SByDon,8.0,,,Yes,Yes,No,No,I want reflection of my past transaction appearing on my mophones application.,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Keep it up ! Thanks .,8.0,Passive,recklc3foC3SByDon,2025-06-30,7,current,0,0.0,40850.0,,"100,000–149,999",Male
QKrYDE8,8XLd0O,2025-07-07 13:42:00,recIahzMsbaDBhiVC,0.0,,,No,No,No,Yes,You need to clear agents from your sales.they messed me by giving false information,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Nil,0.0,Detractor,recIahzMsbaDBhiVC,2025-06-30,7,current,0,1600.0,30600.0,,"150,000 and above",Male
QKrYDE8,8XLd0O,2025-07-07 13:42:00,recIahzMsbaDBhiVC,0.0,,,No,No,No,Yes,You need to clear agents from your sales.they messed me by giving false information,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Nil,0.0,Detractor,recIahzMsbaDBhiVC,2025-06-30,7,current,0,1600.0,30600.0,,"150,000 and above",Male
QKrYYdk,zkMJvZ,2025-07-07 14:04:00,rec350pa7hCXqNAlu,4.0,,,Yes,Yes,No,No,"Allow clients to pay daily payments, one could be having 200 but lack the 740 in full sometimes..and maybe they aren't eligible for grace period. Also let customers know the full amount they are paying as deposit..i was told 5500 but then ended up paying 8500 it's good to be straigoward.",Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,So far so good,4.0,Detractor,rec350pa7hCXqNAlu,2025-06-30,7,current,0,0.0,31820.0,,"100,000–149,999",Female
QKrYYdk,zkMJvZ,2025-07-07 14:04:00,rec350pa7hCXqNAlu,4.0,,,Yes,Yes,No,No,"Allow clients to pay daily payments, one could be having 200 but lack the 740 in full sometimes..and maybe they aren't eligible for grace period. Also let customers know the full amount they are paying as deposit..i was told 5500 but then ended up paying 8500 it's good to be straigoward.",Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,So far so good,4.0,Detractor,rec350pa7hCXqNAlu,2025-06-30,7,current,0,0.0,31820.0,,"100,000–149,999",Female
QKrYYdk,zkMJvZ,2025-07-07 14:04:00,rec350pa7hCXqNAlu,4.0,,,Yes,Yes,No,No,"Allow clients to pay daily payments, one could be having 200 but lack the 740 in full sometimes..and maybe they aren't eligible for grace period. Also let customers know the full amount they are paying as deposit..i was told 5500 but then ended up paying 8500 it's good to be straigoward.",Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,So far so good,4.0,Detractor,rec350pa7hCXqNAlu,2025-06-30,7,current,0,0.0,31820.0,,"100,000–149,999",Female
QKrYqQg,QbRyyk,2025-07-07 15:10:00,rec9vx5PnBUGs8Aef,10.0,,,Yes,Yes,No,No,,Yes,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,Battery draining faster after full charge,10.0,Promoter,rec9vx5PnBUGs8Aef,2025-06-30,7,current,0,0.0,58280.0,,"10,000–19,999",Male
QKvB12l,Aog4yW,2025-12-18 17:18:00,rec52hu5uuteTeSVL,4.0,Sim inasubua sana kuah sana,Sim c poa,Yes,Yes,,,,,,,,,4.0,Detractor,rec52hu5uuteTeSVL,2025-12-30,12,current,0,0.0,12300.0,,"Below 5,000",Male
QKvJQeA,dLMPer,2025-09-08 15:23:00,rec7PmSRPrzUgrUyF,8.0,,,Yes,Yes,No,No,No,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,We need more types of phones,8.0,Passive,rec7PmSRPrzUgrUyF,2025-09-30,22,closed,0,24750.0,0.0,,,
QKvJjkk,2qWKkp,2025-09-08 14:43:00,rec5R7LjYhPhuniMH,10.0,,,Yes,Yes,No,No,,,,,,,10.0,Promoter,rec5R7LjYhPhuniMH,2025-09-30,22,current,0,601.0,57679.0,,,
QKxMRQX,Vk8aGg,2025-08-19 14:41:00,reciGGQtqjXnjS6kl,10.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Fantastic experience,10.0,Promoter,reciGGQtqjXnjS6kl,2025-09-30,42,current,0,0.0,40300.0,,"20,000–29,999",Male
QKxMRQX,Vk8aGg,2025-08-19 14:41:00,reciGGQtqjXnjS6kl,10.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Fantastic experience,10.0,Promoter,reciGGQtqjXnjS6kl,2025-09-30,42,current,0,0.0,40300.0,,"20,000–29,999",Male
QKxMRQX,Vk8aGg,2025-08-19 14:41:00,reciGGQtqjXnjS6kl,10.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Fantastic experience,10.0,Promoter,reciGGQtqjXnjS6kl,2025-09-30,42,current,0,0.0,40300.0,,"20,000–29,999",Male
QKxMRQX,Vk8aGg,2025-08-19 14:41:00,reciGGQtqjXnjS6kl,10.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Fantastic experience,10.0,Promoter,reciGGQtqjXnjS6kl,2025-09-30,42,current,0,0.0,40300.0,,"20,000–29,999",Male
QKxMaaX,OWLa6a,2025-08-19 16:33:00,rece7a9FUW226gona,1.0,,,No,No,Yes,Yes,Now I am about to finish paying you have started adding more money you are fraudsters that is not good at all first of all you lied this phone is 2 sim when it was one,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,Yes,No,1.0,Detractor,rece7a9FUW226gona,2025-09-30,42,closed,0,0.0,0.0,,,
QKxMllX,BPZxXe,2025-08-19 17:02:00,recR2CDCaAmxpZOg1,7.0,,,Yes,Yes,No,"No, I have never looked for customer care",My Phone's Network is very slow sometimes,,,,,,7.0,Passive,recR2CDCaAmxpZOg1,2025-09-30,42,current,0,0.0,25900.0,,"50,000–99,999",Female
QKy1qAY,yPNQaJx,2025-11-08 18:43:00,rec5PPoQBOWbxG54t,3.0,"I feel like I'm not the first user of my phone,it freezes and glitch like it's refurbished and I don't appreciate that. Being that we pay almost double the prize I think we deserve the best n not the rest.",I know u r helping us help ourselves and we appreciate. But I think it would be fair and also trustworthy of u to give the best of your products.,,,,,,,,,,,3.0,Detractor,rec5PPoQBOWbxG54t,2025-09-30,39,current,0,0.0,17000.0,,"10,000–19,999",Male
QKy1qAY,yPNQaJx,2025-11-08 18:43:00,rec5PPoQBOWbxG54t,3.0,"I feel like I'm not the first user of my phone,it freezes and glitch like it's refurbished and I don't appreciate that. Being that we pay almost double the prize I think we deserve the best n not the rest.",I know u r helping us help ourselves and we appreciate. But I think it would be fair and also trustworthy of u to give the best of your products.,,,,,,,,,,,3.0,Detractor,rec5PPoQBOWbxG54t,2025-09-30,39,current,0,0.0,17000.0,,"10,000–19,999",Male
QKzG95Y,VLEOWRl,2025-09-19 14:08:00,reccMIkcsIQTXlsGe,10.0,,,Yes,Yes,No,No,Hh,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,10.0,Promoter,reccMIkcsIQTXlsGe,2025-09-30,11,current,0,0.0,65170.0,,"100,000–149,999",Male
QKzG95Y,VLEOWRl,2025-09-19 14:08:00,reccMIkcsIQTXlsGe,10.0,,,Yes,Yes,No,No,Hh,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,10.0,Promoter,reccMIkcsIQTXlsGe,2025-09-30,11,current,0,0.0,65170.0,,"100,000–149,999",Male
QKzLMq7,Zj5BjNA,2025-09-19 15:21:00,recXt9KWRPfdpHOSY,5.0,,,Yes,Yes,No,No,In trems of you phone I have it is well good but the battery of your phone device it's not good.,Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,Battery device it is disappointing.,5.0,Detractor,recXt9KWRPfdpHOSY,2025-09-30,11,current,0,0.0,47040.0,,"10,000–19,999",Male
QKzLMq7,Zj5BjNA,2025-09-19 15:21:00,recXt9KWRPfdpHOSY,5.0,,,Yes,Yes,No,No,In trems of you phone I have it is well good but the battery of your phone device it's not good.,Yes,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,Battery device it is disappointing.,5.0,Detractor,recXt9KWRPfdpHOSY,2025-09-30,11,current,0,0.0,47040.0,,"10,000–19,999",Male
RG1KY74,NpXy0XQ,2025-12-03 17:38:00,rec7RQ1KyV5QxJjBh,10.0,Payment extension,Everything is excellent,,,,,,,,,,,10.0,Promoter,rec7RQ1KyV5QxJjBh,2025-12-30,27,current,0,0.0,17930.0,,"Below 5,000",Male
RG1MJbj,0Q8zxvP,2025-12-04 15:01:00,receGPEjFdIoJ31Tu,10.0,To have good phone,Updateting payment earlier,,,,,,,,,,,10.0,Promoter,receGPEjFdIoJ31Tu,2025-12-30,26,current,0,0.0,45760.0,,"50,000–99,999",Male
RG1ybep,LZP7NgO,2025-12-10 13:03:00,recyF4T3i1SB1AG31,1.0,The phone has alot of restrictions,I dont know,,,,,,,,,,,1.0,Detractor,recyF4T3i1SB1AG31,2025-12-30,20,current,0,120.0,34200.0,,"150,000 and above",Male
RG4747d,GZbjro,2025-07-13 07:51:00,rec6S17jM9TCrivgL,4.0,,,Yes,Yes,Yes,Yes,Late payment,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,,4.0,Detractor,rec6S17jM9TCrivgL,2025-06-30,13,current,0,0.0,43600.0,,"150,000 and above",Male
RG4JLOp,gE9e04,2025-07-07 16:53:00,recSRBMciCdxTISbJ,3.0,,,Yes,No,No,Yes,Phone just goes black and that makes it difficult to make payments,Yes,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,3.0,Detractor,recSRBMciCdxTISbJ,2025-06-30,7,current,0,0.0,53130.0,,"20,000–29,999",Female
RG4JLOp,gE9e04,2025-07-07 16:53:00,recSRBMciCdxTISbJ,3.0,,,Yes,No,No,Yes,Phone just goes black and that makes it difficult to make payments,Yes,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,3.0,Detractor,recSRBMciCdxTISbJ,2025-06-30,7,current,0,0.0,53130.0,,"20,000–29,999",Female
RG4JMoj,MWaoYk,2025-07-07 16:16:00,reczY7s2YOIUaIrTX,8.0,,,Yes,Yes,No,No,Phone heating too much,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Good Job..but phone heating up,8.0,Passive,reczY7s2YOIUaIrTX,2025-06-30,7,current,0,0.0,61200.0,,"150,000 and above",Male
RG4Y56P,RAoz4j,2025-07-07 13:39:00,recMEUz0I9v0TwP0C,6.0,,,Yes,No,No,Yes,"We agreed paying weekly 970 but instead being charged 990,my ohone was locked for 2weeks after paying 970 still it was not unlocked i had to pay 2000",No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,6.0,Detractor,recMEUz0I9v0TwP0C,2025-06-30,7,current,0,0.0,45540.0,,"20,000–29,999",Male
RG4Y56P,RAoz4j,2025-07-07 13:39:00,recMEUz0I9v0TwP0C,6.0,,,Yes,No,No,Yes,"We agreed paying weekly 970 but instead being charged 990,my ohone was locked for 2weeks after paying 970 still it was not unlocked i had to pay 2000",No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,No,6.0,Detractor,recMEUz0I9v0TwP0C,2025-06-30,7,current,0,0.0,45540.0,,"20,000–29,999",Male
RG4YB44,yB4qMB,2025-07-07 14:08:00,recd0yDTbKuW4uVip,10.0,,,No,Yes,No,No,Battery does not last long,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,,10.0,Promoter,recd0yDTbKuW4uVip,2025-06-30,7,current,0,0.0,54530.0,,"100,000–149,999",Male
RG4YB44,yB4qMB,2025-07-07 14:08:00,recd0yDTbKuW4uVip,10.0,,,No,Yes,No,No,Battery does not last long,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,,10.0,Promoter,recd0yDTbKuW4uVip,2025-06-30,7,current,0,0.0,54530.0,,"100,000–149,999",Male
RG4YReP,AEpDLe,2025-07-07 13:59:00,recvx2SkgPq7d1wzU,8.0,,,Yes,Yes,Yes,No,Last time when i did my payment it delayed for almost 10minutes before it was unlocked,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,I would like to rate it 8/10 coz the service is really nice..you guys you're amazing coz i can request extension for 3 days wen i don't have the money,8.0,Passive,recvx2SkgPq7d1wzU,2025-06-30,7,current,0,0.0,34040.0,,"30,000–49,999",Male
RG4YReP,AEpDLe,2025-07-07 13:59:00,recvx2SkgPq7d1wzU,8.0,,,Yes,Yes,Yes,No,Last time when i did my payment it delayed for almost 10minutes before it was unlocked,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,I would like to rate it 8/10 coz the service is really nice..you guys you're amazing coz i can request extension for 3 days wen i don't have the money,8.0,Passive,recvx2SkgPq7d1wzU,2025-06-30,7,current,0,0.0,34040.0,,"30,000–49,999",Male
RG4Yr04,6gKpaO,2025-07-07 14:39:00,reckGBZXxMLwgRdgU,9.0,,,Yes,Yes,Yes,No,My phone deleting all contacts,No,"No, I have never used it",Free SMS – 25044,Yes,No,9.0,Promoter,reckGBZXxMLwgRdgU,2025-06-30,7,current,0,873.0,39027.0,,"50,000–99,999",Male
RG4Yr04,6gKpaO,2025-07-07 14:39:00,reckGBZXxMLwgRdgU,9.0,,,Yes,Yes,Yes,No,My phone deleting all contacts,No,"No, I have never used it",Free SMS – 25044,Yes,No,9.0,Promoter,reckGBZXxMLwgRdgU,2025-06-30,7,current,0,873.0,39027.0,,"50,000–99,999",Male
RG5lDKP,EObWGL,2025-06-12 00:03:00,rechz4UzD1zksJCk1,1.0,,,No,No,No,Yes,Unresponsive and rigid. I had proposed a way to restructure my debt to allow me catch up with arrears in 2 months and finish paying on time but it was never considered. The Arbitrary change to my payment cycle to 5 days is very strenuous for me. I may not be able to sustain it.,Yes,"No, I have never used it",MoPhones App,No,Allow the per day payments. Sometimes I may not be able to raise the weekly rate at once. If I pay let's say 300 I should be able to use the phone for a day. This economy is tough. You need to meet your customers at their point of need to reduce bad debts and delay in payment.,1.0,Detractor,rechz4UzD1zksJCk1,2025-06-30,18,current,0,0.0,45700.0,,,
RG6AlvJ,gDqODqP,2025-12-02 19:39:00,reczvTbODbCAEatsi,10.0,Just like it,Do some repair ...on damage phones,,,,,,,,,,,10.0,Promoter,reczvTbODbCAEatsi,2025-12-30,28,current,0,1200.0,42000.0,,"50,000–99,999",Male
RG6AvBj,P7zx5e,2025-12-02 18:58:00,recd4sbVSRwmytOQS,8.0,Good devices but battery health not that excellent,Minimise apps restrictions from third-party,,,,,,,,,,,8.0,Passive,recd4sbVSRwmytOQS,2025-12-30,28,current,0,0.0,16200.0,,"30,000–49,999",
RG6EzKK,aQ4kAJy,2025-12-03 07:14:00,recTYpOwvQG7wmiW8,4.0,,,,,,,,,,,,,4.0,Detractor,recTYpOwvQG7wmiW8,2025-12-30,27,current,0,0.0,53580.0,,"100,000–149,999",Female
RG6NK7p,NpXdKrp,2025-12-02 14:09:00,recWcgxuz8K5yAaUR,10.0,There is of high quality,Introduce loans,,,,,,,,,,,10.0,Promoter,recWcgxuz8K5yAaUR,2025-12-30,28,current,0,0.0,9570.0,,"10,000–19,999",Male
RG6pNqP,4eJB6O,2025-12-03 05:47:00,recGgjEE7Py9QU1Qz,9.0,Didn't take long to approve,"1. Be available on a phone call/whatsapp. The number provided never goes through. 
 2. I regularly find my phone locked for some minutes even though i am making monthly payments. Its so disturbing and embarrassing mostly when working on the phone with colleagues. Work on that too",,,,,,,,,,,9.0,Promoter,recGgjEE7Py9QU1Qz,2025-12-30,27,current,0,3160.0,19750.0,,"20,000–29,999",Male
RG6pNqP,4eJB6O,2025-12-03 05:47:00,recGgjEE7Py9QU1Qz,9.0,Didn't take long to approve,"1. Be available on a phone call/whatsapp. The number provided never goes through. 
 2. I regularly find my phone locked for some minutes even though i am making monthly payments. Its so disturbing and embarrassing mostly when working on the phone with colleagues. Work on that too",,,,,,,,,,,9.0,Promoter,recGgjEE7Py9QU1Qz,2025-12-30,27,current,0,3160.0,19750.0,,"20,000–29,999",Male
RG84yLK,RXd5EP,2025-08-30 03:57:00,rec9fRZOlWZu80LGp,10.0,,,No,No,No,"No, I have never looked for customer care",No experienced yet,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,"The phone is generally good but apart from just few things here am experiencing....
 1. Battery draining so fast despite the battery saver being on and background apps being prevented from running 
 2. It stopped working with biometric security",10.0,Promoter,rec9fRZOlWZu80LGp,2025-09-30,31,current,0,1340.0,52940.0,,"5,000–9,999",Male
RG85N7d,02VvdP,2025-08-29 11:40:00,rec66VMRtyscj1ohL,1.0,,,No,Yes,No,"No, I have never looked for customer care",It's hangs sometimes,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Not okay,1.0,Detractor,rec66VMRtyscj1ohL,2025-09-30,32,current,0,0.0,19800.0,,"30,000–49,999",Male
